TRANSACTION_ID,BRANCH_ID,CITY,DATE,AMOUNT,STATUS,TRANSACTION_TYPE,BRANCH_NAME,CUSTOMER_ID,PURPOSE
T405845,2,Coimbatore,2025-05-09,85162.09,SUCCESS,WITHDRAWAL,RS Puram Branch,C1928,Loan Payment
T405846,2,Coimbatore,2025-05-09,62240.77,FAILED,TRANSFER,RS Puram Branch,C2171,Bill Payment
T405847,2,Coimbatore,2025-05-09,9291.03,FAILED,WITHDRAWAL,RS Puram Branch,C2662,Medical Expenses
T405848,2,Coimbatore,2025-05-09,19539.85,SUCCESS,TRANSFER,RS Puram Branch,C2199,Bill Payment
T405849,2,Coimbatore,2025-05-09,43502.87,FAILED,DEPOSIT,RS Puram Branch,C5277,Loan Payment
T405850,2,Coimbatore,2025-05-09,55714.6,SUCCESS,WITHDRAWAL,RS Puram Branch,C2361,Medical Expenses
T405851,2,Coimbatore,2025-05-09,81698.92,FAILED,DEPOSIT,RS Puram Branch,C7003,Education Fees
T405852,2,Coimbatore,2025-05-09,97055.99,SUCCESS,DEPOSIT,RS Puram Branch,C7405,Education Fees
T405853,2,Coimbatore,2025-05-09,75487.62,FAILED,WITHDRAWAL,RS Puram Branch,C9368,Others
T405854,2,Coimbatore,2025-05-09,34432.81,SUCCESS,WITHDRAWAL,RS Puram Branch,C7550,Travel
T405855,2,Coimbatore,2025-05-09,19346.25,FAILED,DEPOSIT,RS Puram Branch,C8819,Loan Payment
T405856,2,Coimbatore,2025-05-09,91882.95,SUCCESS,WITHDRAWAL,RS Puram Branch,C3907,Others
T405857,2,Coimbatore,2025-05-09,85018.99,SUCCESS,TRANSFER,RS Puram Branch,C8263,Others
T405858,2,Coimbatore,2025-05-09,99665.28,SUCCESS,WITHDRAWAL,RS Puram Branch,C4028,Shopping
T405859,2,Coimbatore,2025-05-09,15947.4,FAILED,TRANSFER,RS Puram Branch,C9947,Education Fees
T405860,2,Coimbatore,2025-05-09,72367.24,FAILED,DEPOSIT,RS Puram Branch,C3235,Travel
T405861,2,Coimbatore,2025-05-09,5387.07,FAILED,TRANSFER,RS Puram Branch,C4683,Travel
T405862,2,Coimbatore,2025-05-09,20903.17,FAILED,DEPOSIT,RS Puram Branch,C6393,Bill Payment
T405863,2,Coimbatore,2025-05-09,34606.03,SUCCESS,DEPOSIT,RS Puram Branch,C8974,Medical Expenses
T405864,2,Coimbatore,2025-05-09,20342.37,FAILED,DEPOSIT,RS Puram Branch,C5582,Loan Payment
T405865,2,Coimbatore,2025-05-09,20213.0,FAILED,TRANSFER,RS Puram Branch,C3241,Shopping
T405866,2,Coimbatore,2025-05-09,78469.66,SUCCESS,TRANSFER,RS Puram Branch,C6931,Education Fees
T405867,2,Coimbatore,2025-05-09,60211.08,SUCCESS,DEPOSIT,RS Puram Branch,C2702,Medical Expenses
T405868,2,Coimbatore,2025-05-09,13413.61,SUCCESS,TRANSFER,RS Puram Branch,C9166,Travel
T405869,2,Coimbatore,2025-05-09,58607.81,FAILED,WITHDRAWAL,RS Puram Branch,C7719,Shopping
T405870,2,Coimbatore,2025-05-09,31675.35,FAILED,DEPOSIT,RS Puram Branch,C3959,Loan Payment
T405871,2,Coimbatore,2025-05-09,46767.56,SUCCESS,TRANSFER,RS Puram Branch,C2844,Education Fees
T405872,2,Coimbatore,2025-05-09,73951.79,FAILED,WITHDRAWAL,RS Puram Branch,C8967,Education Fees
T405873,2,Coimbatore,2025-05-09,77282.23,FAILED,TRANSFER,RS Puram Branch,C2704,Others
T405874,2,Coimbatore,2025-05-09,34129.32,SUCCESS,WITHDRAWAL,RS Puram Branch,C1948,Loan Payment
T405875,2,Coimbatore,2025-05-09,87614.41,FAILED,WITHDRAWAL,RS Puram Branch,C3426,Bill Payment
T405876,2,Coimbatore,2025-05-09,7922.16,FAILED,TRANSFER,RS Puram Branch,C6435,Travel
T405877,2,Coimbatore,2025-05-09,34751.47,FAILED,WITHDRAWAL,RS Puram Branch,C8078,Bill Payment
T405878,2,Coimbatore,2025-05-09,28150.16,FAILED,DEPOSIT,RS Puram Branch,C8177,Bill Payment
T405879,2,Coimbatore,2025-05-09,19356.33,SUCCESS,DEPOSIT,RS Puram Branch,C5505,Loan Payment
T405880,2,Coimbatore,2025-05-09,69769.37,SUCCESS,TRANSFER,RS Puram Branch,C2212,Travel
T405881,2,Coimbatore,2025-05-09,4512.52,FAILED,WITHDRAWAL,RS Puram Branch,C1425,Medical Expenses
T405882,2,Coimbatore,2025-05-09,35806.77,FAILED,DEPOSIT,RS Puram Branch,C1625,Travel
T405883,2,Coimbatore,2025-05-09,93794.66,SUCCESS,TRANSFER,RS Puram Branch,C9671,Others
T405884,2,Coimbatore,2025-05-09,3020.76,SUCCESS,WITHDRAWAL,RS Puram Branch,C2638,Bill Payment
T405885,2,Coimbatore,2025-05-09,7727.99,SUCCESS,TRANSFER,RS Puram Branch,C5285,Loan Payment
T405886,2,Coimbatore,2025-05-09,31505.49,FAILED,TRANSFER,RS Puram Branch,C4865,Bill Payment
T405887,2,Coimbatore,2025-05-09,37688.06,SUCCESS,WITHDRAWAL,RS Puram Branch,C5362,Loan Payment
T405888,2,Coimbatore,2025-05-09,28682.12,FAILED,WITHDRAWAL,RS Puram Branch,C1940,Travel
T405889,2,Coimbatore,2025-05-09,86362.97,SUCCESS,WITHDRAWAL,RS Puram Branch,C6841,Shopping
T405890,2,Coimbatore,2025-05-09,84874.33,SUCCESS,DEPOSIT,RS Puram Branch,C2439,Bill Payment
T405891,2,Coimbatore,2025-05-09,27584.72,FAILED,TRANSFER,RS Puram Branch,C2446,Loan Payment
T405892,2,Coimbatore,2025-05-09,4289.0,SUCCESS,WITHDRAWAL,RS Puram Branch,C3954,Travel
T405893,2,Coimbatore,2025-05-09,96836.88,SUCCESS,WITHDRAWAL,RS Puram Branch,C9752,Bill Payment
T405894,2,Coimbatore,2025-05-09,82586.18,SUCCESS,DEPOSIT,RS Puram Branch,C2283,Shopping
T405895,2,Coimbatore,2025-05-09,64127.83,SUCCESS,TRANSFER,RS Puram Branch,C3362,Others
T405896,2,Coimbatore,2025-05-09,13912.64,SUCCESS,TRANSFER,RS Puram Branch,C6927,Education Fees
T405897,2,Coimbatore,2025-05-09,20306.45,FAILED,DEPOSIT,RS Puram Branch,C2867,Others
T405898,2,Coimbatore,2025-05-09,25076.67,FAILED,DEPOSIT,RS Puram Branch,C1423,Loan Payment
T405899,2,Coimbatore,2025-05-09,32204.46,SUCCESS,WITHDRAWAL,RS Puram Branch,C9494,Loan Payment
T405900,2,Coimbatore,2025-05-09,11484.9,FAILED,WITHDRAWAL,RS Puram Branch,C6681,Others
T405901,2,Coimbatore,2025-05-09,83156.29,FAILED,WITHDRAWAL,RS Puram Branch,C6340,Medical Expenses
T405902,2,Coimbatore,2025-05-09,92571.96,FAILED,TRANSFER,RS Puram Branch,C1954,Shopping
T405903,2,Coimbatore,2025-05-09,57171.96,SUCCESS,WITHDRAWAL,RS Puram Branch,C4198,Education Fees
T405904,2,Coimbatore,2025-05-09,93364.5,SUCCESS,WITHDRAWAL,RS Puram Branch,C4414,Shopping
T405905,2,Coimbatore,2025-05-09,7438.1,SUCCESS,WITHDRAWAL,RS Puram Branch,C4544,Bill Payment
T405906,2,Coimbatore,2025-05-09,36187.25,FAILED,DEPOSIT,RS Puram Branch,C5792,Loan Payment
T405907,2,Coimbatore,2025-05-09,32288.99,FAILED,DEPOSIT,RS Puram Branch,C9972,Others
T405908,2,Coimbatore,2025-05-09,27842.19,FAILED,WITHDRAWAL,RS Puram Branch,C4198,Others
T405909,2,Coimbatore,2025-05-09,83358.38,SUCCESS,TRANSFER,RS Puram Branch,C4913,Medical Expenses
T405910,2,Coimbatore,2025-05-09,54822.81,FAILED,WITHDRAWAL,RS Puram Branch,C4831,Education Fees
T405911,2,Coimbatore,2025-05-09,75708.2,SUCCESS,TRANSFER,RS Puram Branch,C6015,Shopping
T405912,2,Coimbatore,2025-05-09,12141.75,FAILED,WITHDRAWAL,RS Puram Branch,C1979,Education Fees
T405913,2,Coimbatore,2025-05-09,98662.48,SUCCESS,TRANSFER,RS Puram Branch,C2967,Others
T405914,2,Coimbatore,2025-05-09,8489.04,SUCCESS,WITHDRAWAL,RS Puram Branch,C8012,Travel
T405915,2,Coimbatore,2025-05-09,59538.87,FAILED,DEPOSIT,RS Puram Branch,C9635,Others
T405916,2,Coimbatore,2025-05-08,18336.85,SUCCESS,TRANSFER,RS Puram Branch,C4545,Bill Payment
T405917,2,Coimbatore,2025-05-08,10425.39,FAILED,DEPOSIT,RS Puram Branch,C4980,Bill Payment
T405918,2,Coimbatore,2025-05-08,93998.16,SUCCESS,WITHDRAWAL,RS Puram Branch,C1828,Shopping
T405919,2,Coimbatore,2025-05-08,49872.68,SUCCESS,WITHDRAWAL,RS Puram Branch,C8735,Travel
T405920,2,Coimbatore,2025-05-08,35185.24,SUCCESS,TRANSFER,RS Puram Branch,C4854,Education Fees
T405921,2,Coimbatore,2025-05-08,80004.76,SUCCESS,WITHDRAWAL,RS Puram Branch,C4609,Travel
T405922,2,Coimbatore,2025-05-08,13399.14,SUCCESS,DEPOSIT,RS Puram Branch,C8484,Shopping
T405923,2,Coimbatore,2025-05-08,28290.43,FAILED,DEPOSIT,RS Puram Branch,C9761,Loan Payment
T405924,2,Coimbatore,2025-05-08,99407.75,FAILED,TRANSFER,RS Puram Branch,C3005,Travel
T405925,2,Coimbatore,2025-05-08,49965.0,SUCCESS,TRANSFER,RS Puram Branch,C5532,Shopping
T405926,2,Coimbatore,2025-05-08,74432.66,FAILED,WITHDRAWAL,RS Puram Branch,C5568,Bill Payment
T405927,2,Coimbatore,2025-05-08,42640.65,FAILED,WITHDRAWAL,RS Puram Branch,C8266,Bill Payment
T405928,2,Coimbatore,2025-05-08,49092.67,FAILED,DEPOSIT,RS Puram Branch,C3643,Travel
T405929,2,Coimbatore,2025-05-08,53929.14,SUCCESS,TRANSFER,RS Puram Branch,C9540,Others
T405930,2,Coimbatore,2025-05-08,44682.66,SUCCESS,TRANSFER,RS Puram Branch,C4753,Shopping
T405931,2,Coimbatore,2025-05-08,19572.49,FAILED,DEPOSIT,RS Puram Branch,C3898,Others
T405932,2,Coimbatore,2025-05-08,32511.16,FAILED,WITHDRAWAL,RS Puram Branch,C9520,Travel
T405933,2,Coimbatore,2025-05-08,11313.58,SUCCESS,DEPOSIT,RS Puram Branch,C8155,Others
T405934,2,Coimbatore,2025-05-08,7317.58,FAILED,DEPOSIT,RS Puram Branch,C3231,Others
T405935,2,Coimbatore,2025-05-08,57711.33,SUCCESS,DEPOSIT,RS Puram Branch,C7804,Bill Payment
T405936,2,Coimbatore,2025-05-08,51497.13,FAILED,TRANSFER,RS Puram Branch,C6455,Travel
T405937,2,Coimbatore,2025-05-08,71922.71,FAILED,DEPOSIT,RS Puram Branch,C4528,Loan Payment
T405938,2,Coimbatore,2025-05-08,95122.52,SUCCESS,WITHDRAWAL,RS Puram Branch,C9056,Bill Payment
T405939,2,Coimbatore,2025-05-08,32571.15,SUCCESS,WITHDRAWAL,RS Puram Branch,C9320,Bill Payment
T405940,2,Coimbatore,2025-05-08,35963.18,SUCCESS,DEPOSIT,RS Puram Branch,C8294,Travel
T405941,2,Coimbatore,2025-05-08,44528.34,FAILED,DEPOSIT,RS Puram Branch,C5639,Others
T405942,2,Coimbatore,2025-05-08,41029.69,FAILED,TRANSFER,RS Puram Branch,C5694,Others
T405943,2,Coimbatore,2025-05-08,48493.22,FAILED,DEPOSIT,RS Puram Branch,C3882,Bill Payment
T405944,2,Coimbatore,2025-05-08,25579.57,SUCCESS,TRANSFER,RS Puram Branch,C5739,Loan Payment
T405945,2,Coimbatore,2025-05-08,76730.32,SUCCESS,TRANSFER,RS Puram Branch,C7560,Education Fees
T405946,2,Coimbatore,2025-05-08,52127.45,SUCCESS,WITHDRAWAL,RS Puram Branch,C2219,Loan Payment
T405947,2,Coimbatore,2025-05-08,90757.83,FAILED,WITHDRAWAL,RS Puram Branch,C1792,Medical Expenses
T405948,2,Coimbatore,2025-05-08,18659.38,FAILED,TRANSFER,RS Puram Branch,C4988,Others
T405949,2,Coimbatore,2025-05-08,94703.75,SUCCESS,DEPOSIT,RS Puram Branch,C5719,Education Fees
T405950,2,Coimbatore,2025-05-08,42932.4,SUCCESS,TRANSFER,RS Puram Branch,C9797,Medical Expenses
T405951,2,Coimbatore,2025-05-08,50981.81,FAILED,WITHDRAWAL,RS Puram Branch,C7614,Loan Payment
T405952,2,Coimbatore,2025-05-08,81335.77,FAILED,WITHDRAWAL,RS Puram Branch,C6166,Loan Payment
T405953,2,Coimbatore,2025-05-08,81957.26,FAILED,TRANSFER,RS Puram Branch,C3067,Bill Payment
T405954,2,Coimbatore,2025-05-08,98102.82,SUCCESS,TRANSFER,RS Puram Branch,C6702,Medical Expenses
T405955,2,Coimbatore,2025-05-08,56741.21,SUCCESS,TRANSFER,RS Puram Branch,C3946,Shopping
T405956,2,Coimbatore,2025-05-08,11158.43,SUCCESS,WITHDRAWAL,RS Puram Branch,C7656,Bill Payment
T405957,2,Coimbatore,2025-05-08,90225.13,FAILED,DEPOSIT,RS Puram Branch,C1757,Loan Payment
T405958,2,Coimbatore,2025-05-08,55852.19,SUCCESS,DEPOSIT,RS Puram Branch,C3259,Education Fees
T405959,2,Coimbatore,2025-05-08,58351.08,SUCCESS,TRANSFER,RS Puram Branch,C3933,Medical Expenses
T405960,2,Coimbatore,2025-05-08,7087.49,FAILED,TRANSFER,RS Puram Branch,C6768,Loan Payment
T405961,2,Coimbatore,2025-05-08,65398.72,FAILED,TRANSFER,RS Puram Branch,C2633,Education Fees
T405962,2,Coimbatore,2025-05-08,75769.77,SUCCESS,DEPOSIT,RS Puram Branch,C8145,Bill Payment
T405963,2,Coimbatore,2025-05-08,84352.17,SUCCESS,DEPOSIT,RS Puram Branch,C2845,Shopping
T405964,2,Coimbatore,2025-05-08,59428.6,FAILED,TRANSFER,RS Puram Branch,C7527,Medical Expenses
T405965,2,Coimbatore,2025-05-08,59242.66,FAILED,WITHDRAWAL,RS Puram Branch,C6999,Shopping
T405966,2,Coimbatore,2025-05-08,14925.92,SUCCESS,TRANSFER,RS Puram Branch,C5272,Travel
T405967,2,Coimbatore,2025-05-08,55486.56,SUCCESS,DEPOSIT,RS Puram Branch,C5630,Shopping
T405968,2,Coimbatore,2025-05-08,91935.86,FAILED,WITHDRAWAL,RS Puram Branch,C4768,Bill Payment
T405969,2,Coimbatore,2025-05-08,51344.12,FAILED,WITHDRAWAL,RS Puram Branch,C9886,Travel
T405970,2,Coimbatore,2025-05-08,90067.1,FAILED,TRANSFER,RS Puram Branch,C1363,Education Fees
T405971,2,Coimbatore,2025-05-08,64944.38,FAILED,TRANSFER,RS Puram Branch,C2729,Shopping
T405972,2,Coimbatore,2025-05-08,13388.35,SUCCESS,TRANSFER,RS Puram Branch,C5137,Education Fees
T405973,2,Coimbatore,2025-05-08,41261.68,SUCCESS,WITHDRAWAL,RS Puram Branch,C7296,Others
T405974,2,Coimbatore,2025-05-08,68132.91,FAILED,DEPOSIT,RS Puram Branch,C5072,Shopping
T405975,2,Coimbatore,2025-05-08,11474.95,FAILED,WITHDRAWAL,RS Puram Branch,C9588,Travel
T405976,2,Coimbatore,2025-05-08,47309.77,SUCCESS,WITHDRAWAL,RS Puram Branch,C7774,Shopping
T405977,2,Coimbatore,2025-05-08,69434.42,SUCCESS,WITHDRAWAL,RS Puram Branch,C7250,Loan Payment
T405978,2,Coimbatore,2025-05-08,99152.29,SUCCESS,TRANSFER,RS Puram Branch,C2072,Others
T405979,2,Coimbatore,2025-05-08,30584.57,FAILED,TRANSFER,RS Puram Branch,C3358,Bill Payment
T405980,2,Coimbatore,2025-05-08,74333.12,SUCCESS,WITHDRAWAL,RS Puram Branch,C5182,Travel
T405981,2,Coimbatore,2025-05-08,28882.95,FAILED,DEPOSIT,RS Puram Branch,C2974,Bill Payment
T405982,2,Coimbatore,2025-05-08,56662.2,FAILED,TRANSFER,RS Puram Branch,C3050,Medical Expenses
T405983,2,Coimbatore,2025-05-08,98704.61,FAILED,WITHDRAWAL,RS Puram Branch,C2347,Others
T405984,2,Coimbatore,2025-05-08,33854.19,FAILED,WITHDRAWAL,RS Puram Branch,C9841,Travel
T405985,2,Coimbatore,2025-05-08,99546.73,SUCCESS,TRANSFER,RS Puram Branch,C7911,Medical Expenses
T405986,2,Coimbatore,2025-05-08,98939.49,FAILED,TRANSFER,RS Puram Branch,C6157,Travel
T405987,2,Coimbatore,2025-05-08,64066.18,FAILED,WITHDRAWAL,RS Puram Branch,C1607,Others
T405988,2,Coimbatore,2025-05-08,56702.64,FAILED,TRANSFER,RS Puram Branch,C7305,Loan Payment
T405989,2,Coimbatore,2025-05-08,90472.38,FAILED,DEPOSIT,RS Puram Branch,C3471,Travel
T405990,2,Coimbatore,2025-05-08,8804.38,SUCCESS,TRANSFER,RS Puram Branch,C8112,Others
T405991,2,Coimbatore,2025-05-08,81018.03,SUCCESS,TRANSFER,RS Puram Branch,C1021,Loan Payment
T405992,2,Coimbatore,2025-05-08,31548.64,FAILED,DEPOSIT,RS Puram Branch,C1926,Shopping
T405993,2,Coimbatore,2025-05-08,48909.48,SUCCESS,TRANSFER,RS Puram Branch,C3249,Medical Expenses
T405994,2,Coimbatore,2025-05-08,16979.45,FAILED,WITHDRAWAL,RS Puram Branch,C2961,Medical Expenses
T405995,2,Coimbatore,2025-05-08,48130.02,SUCCESS,TRANSFER,RS Puram Branch,C2694,Medical Expenses
T405996,2,Coimbatore,2025-05-08,89973.62,SUCCESS,TRANSFER,RS Puram Branch,C1963,Others
T405997,2,Coimbatore,2025-05-08,25552.33,SUCCESS,WITHDRAWAL,RS Puram Branch,C1668,Medical Expenses
T405998,2,Coimbatore,2025-05-08,2644.63,SUCCESS,WITHDRAWAL,RS Puram Branch,C3269,Bill Payment
T405999,2,Coimbatore,2025-05-08,50066.78,SUCCESS,WITHDRAWAL,RS Puram Branch,C2484,Medical Expenses
T406000,2,Coimbatore,2025-05-08,83041.82,SUCCESS,WITHDRAWAL,RS Puram Branch,C2707,Travel
T406001,2,Coimbatore,2025-05-08,34925.29,FAILED,DEPOSIT,RS Puram Branch,C1000,Bill Payment
T406002,2,Coimbatore,2025-05-08,40581.14,SUCCESS,DEPOSIT,RS Puram Branch,C8638,Travel
T406003,2,Coimbatore,2025-05-08,24616.66,FAILED,DEPOSIT,RS Puram Branch,C7308,Shopping
T406004,2,Coimbatore,2025-05-07,60441.6,FAILED,TRANSFER,RS Puram Branch,C5425,Loan Payment
T406005,2,Coimbatore,2025-05-07,98121.17,FAILED,TRANSFER,RS Puram Branch,C1930,Education Fees
T406006,2,Coimbatore,2025-05-07,97419.94,SUCCESS,TRANSFER,RS Puram Branch,C6130,Education Fees
T406007,2,Coimbatore,2025-05-07,34338.28,FAILED,DEPOSIT,RS Puram Branch,C6843,Others
T406008,2,Coimbatore,2025-05-07,25873.72,SUCCESS,TRANSFER,RS Puram Branch,C1870,Bill Payment
T406009,2,Coimbatore,2025-05-07,69562.92,FAILED,DEPOSIT,RS Puram Branch,C9470,Medical Expenses
T406010,2,Coimbatore,2025-05-07,20921.44,FAILED,DEPOSIT,RS Puram Branch,C6425,Others
T406011,2,Coimbatore,2025-05-07,86176.83,FAILED,WITHDRAWAL,RS Puram Branch,C7833,Travel
T406012,2,Coimbatore,2025-05-07,71502.78,SUCCESS,WITHDRAWAL,RS Puram Branch,C2150,Education Fees
T406013,2,Coimbatore,2025-05-07,32183.95,FAILED,TRANSFER,RS Puram Branch,C8508,Travel
T406014,2,Coimbatore,2025-05-07,35166.07,SUCCESS,TRANSFER,RS Puram Branch,C2354,Loan Payment
T406015,2,Coimbatore,2025-05-07,5479.42,FAILED,WITHDRAWAL,RS Puram Branch,C5731,Medical Expenses
T406016,2,Coimbatore,2025-05-07,15523.29,FAILED,WITHDRAWAL,RS Puram Branch,C6680,Others
T406017,2,Coimbatore,2025-05-07,57904.39,SUCCESS,TRANSFER,RS Puram Branch,C5434,Bill Payment
T406018,2,Coimbatore,2025-05-07,26005.18,FAILED,WITHDRAWAL,RS Puram Branch,C6651,Bill Payment
T406019,2,Coimbatore,2025-05-07,8073.15,FAILED,DEPOSIT,RS Puram Branch,C2729,Others
T406020,2,Coimbatore,2025-05-07,67699.68,SUCCESS,TRANSFER,RS Puram Branch,C4532,Shopping
T406021,2,Coimbatore,2025-05-07,5099.25,FAILED,TRANSFER,RS Puram Branch,C1375,Bill Payment
T406022,2,Coimbatore,2025-05-07,23851.75,FAILED,WITHDRAWAL,RS Puram Branch,C2823,Education Fees
T406023,2,Coimbatore,2025-05-07,73764.86,SUCCESS,WITHDRAWAL,RS Puram Branch,C1910,Shopping
T406024,2,Coimbatore,2025-05-07,83259.37,SUCCESS,DEPOSIT,RS Puram Branch,C6901,Education Fees
T406025,2,Coimbatore,2025-05-07,61352.2,FAILED,TRANSFER,RS Puram Branch,C9291,Education Fees
T406026,2,Coimbatore,2025-05-07,85691.66,SUCCESS,DEPOSIT,RS Puram Branch,C6273,Others
T406027,2,Coimbatore,2025-05-07,92739.99,SUCCESS,TRANSFER,RS Puram Branch,C3742,Education Fees
T406028,2,Coimbatore,2025-05-07,1514.12,FAILED,TRANSFER,RS Puram Branch,C4781,Bill Payment
T406029,2,Coimbatore,2025-05-07,12645.36,SUCCESS,TRANSFER,RS Puram Branch,C5271,Others
T406030,2,Coimbatore,2025-05-07,2099.06,SUCCESS,TRANSFER,RS Puram Branch,C8187,Bill Payment
T406031,2,Coimbatore,2025-05-07,25452.43,SUCCESS,DEPOSIT,RS Puram Branch,C9210,Loan Payment
T406032,2,Coimbatore,2025-05-07,86675.69,FAILED,DEPOSIT,RS Puram Branch,C3354,Travel
T406033,2,Coimbatore,2025-05-07,80771.0,FAILED,DEPOSIT,RS Puram Branch,C9850,Shopping
T406034,2,Coimbatore,2025-05-07,90898.37,FAILED,WITHDRAWAL,RS Puram Branch,C1992,Bill Payment
T406035,2,Coimbatore,2025-05-07,37281.28,FAILED,WITHDRAWAL,RS Puram Branch,C8878,Travel
T406036,2,Coimbatore,2025-05-07,39666.28,FAILED,TRANSFER,RS Puram Branch,C3424,Education Fees
T406037,2,Coimbatore,2025-05-07,27135.16,SUCCESS,WITHDRAWAL,RS Puram Branch,C7124,Bill Payment
T406038,2,Coimbatore,2025-05-07,34390.34,FAILED,WITHDRAWAL,RS Puram Branch,C9209,Shopping
T406039,2,Coimbatore,2025-05-07,13663.7,FAILED,DEPOSIT,RS Puram Branch,C7299,Education Fees
T406040,2,Coimbatore,2025-05-07,97095.55,SUCCESS,WITHDRAWAL,RS Puram Branch,C7941,Others
T406041,2,Coimbatore,2025-05-07,43860.19,FAILED,DEPOSIT,RS Puram Branch,C4419,Travel
T406042,2,Coimbatore,2025-05-07,27516.46,SUCCESS,TRANSFER,RS Puram Branch,C9834,Others
T406043,2,Coimbatore,2025-05-07,19033.03,FAILED,DEPOSIT,RS Puram Branch,C2843,Bill Payment
T406044,2,Coimbatore,2025-05-07,12937.05,SUCCESS,WITHDRAWAL,RS Puram Branch,C2504,Bill Payment
T406045,2,Coimbatore,2025-05-07,8863.18,SUCCESS,TRANSFER,RS Puram Branch,C1122,Education Fees
T406046,2,Coimbatore,2025-05-07,95855.5,FAILED,DEPOSIT,RS Puram Branch,C3980,Loan Payment
T406047,2,Coimbatore,2025-05-07,108.43,FAILED,DEPOSIT,RS Puram Branch,C9575,Medical Expenses
T406048,2,Coimbatore,2025-05-07,67385.9,FAILED,TRANSFER,RS Puram Branch,C7331,Education Fees
T406049,2,Coimbatore,2025-05-07,88310.11,FAILED,WITHDRAWAL,RS Puram Branch,C7895,Medical Expenses
T406050,2,Coimbatore,2025-05-07,52003.08,FAILED,WITHDRAWAL,RS Puram Branch,C8862,Loan Payment
T406051,2,Coimbatore,2025-05-07,83908.45,SUCCESS,WITHDRAWAL,RS Puram Branch,C3881,Education Fees
T406052,2,Coimbatore,2025-05-07,90899.53,SUCCESS,WITHDRAWAL,RS Puram Branch,C9684,Loan Payment
T406053,2,Coimbatore,2025-05-07,53392.63,FAILED,TRANSFER,RS Puram Branch,C8358,Bill Payment
T406054,2,Coimbatore,2025-05-07,46980.97,SUCCESS,TRANSFER,RS Puram Branch,C3413,Bill Payment
T406055,2,Coimbatore,2025-05-07,82083.31,FAILED,TRANSFER,RS Puram Branch,C8024,Bill Payment
T406056,2,Coimbatore,2025-05-07,27790.47,FAILED,DEPOSIT,RS Puram Branch,C1934,Medical Expenses
T406057,2,Coimbatore,2025-05-07,56951.5,SUCCESS,TRANSFER,RS Puram Branch,C1703,Others
T406058,2,Coimbatore,2025-05-07,73379.16,FAILED,DEPOSIT,RS Puram Branch,C4461,Bill Payment
T406059,2,Coimbatore,2025-05-07,30668.17,FAILED,WITHDRAWAL,RS Puram Branch,C5186,Education Fees
T406060,2,Coimbatore,2025-05-07,1519.46,SUCCESS,WITHDRAWAL,RS Puram Branch,C6194,Bill Payment
T406061,2,Coimbatore,2025-05-07,29463.97,SUCCESS,DEPOSIT,RS Puram Branch,C5156,Travel
T406062,2,Coimbatore,2025-05-07,91164.67,FAILED,TRANSFER,RS Puram Branch,C2064,Others
T406063,2,Coimbatore,2025-05-06,17302.06,FAILED,WITHDRAWAL,RS Puram Branch,C8291,Others
T406064,2,Coimbatore,2025-05-06,68094.1,SUCCESS,DEPOSIT,RS Puram Branch,C6747,Shopping
