TRANSACTION_ID,BRANCH_ID,CITY,DATE,AMOUNT,STATUS,TRANSACTION_TYPE,BRANCH_NAME,CUSTOMER_ID,PURPOSE
T400017,1,Chennai,2025-05-09,75177.73,FAILED,DEPOSIT,T Nagar Branch,C4676,Bill Payment
T400018,1,Chennai,2025-05-09,58745.22,FAILED,DEPOSIT,T Nagar Branch,C7248,Loan Payment
T400019,1,Chennai,2025-05-09,54470.11,SUCCESS,WITHDRAWAL,T Nagar Branch,C5786,Shopping
T400020,1,Chennai,2025-05-09,80515.62,FAILED,DEPOSIT,T Nagar Branch,C7442,Others
T400021,1,Chennai,2025-05-09,6251.19,SUCCESS,DEPOSIT,T Nagar Branch,C6646,Education Fees
T400022,1,Chennai,2025-05-09,2479.75,SUCCESS,WITHDRAWAL,T Nagar Branch,C9290,Education Fees
T400023,1,Chennai,2025-05-09,55820.92,FAILED,TRANSFER,T Nagar Branch,C4654,Others
T400024,1,Chennai,2025-05-09,53650.03,SUCCESS,TRANSFER,T Nagar Branch,C2729,Others
T400025,1,Chennai,2025-05-09,32391.62,SUCCESS,TRANSFER,T Nagar Branch,C1476,Loan Payment
T400026,1,Chennai,2025-05-09,78267.45,SUCCESS,DEPOSIT,T Nagar Branch,C4620,Shopping
T400027,1,Chennai,2025-05-09,50741.19,SUCCESS,TRANSFER,T Nagar Branch,C6936,Medical Expenses
T400028,1,Chennai,2025-05-09,61480.22,SUCCESS,TRANSFER,T Nagar Branch,C6159,Education Fees
T400029,1,Chennai,2025-05-09,83585.93,SUCCESS,WITHDRAWAL,T Nagar Branch,C8468,Loan Payment
T400030,1,Chennai,2025-05-09,35875.79,SUCCESS,TRANSFER,T Nagar Branch,C4837,Medical Expenses
T400031,1,Chennai,2025-05-09,28075.83,SUCCESS,DEPOSIT,T Nagar Branch,C5464,Others
T400032,1,Chennai,2025-05-09,28921.87,FAILED,TRANSFER,T Nagar Branch,C1387,Bill Payment
T400033,1,Chennai,2025-05-09,62856.51,SUCCESS,DEPOSIT,T Nagar Branch,C1617,Bill Payment
T400034,1,Chennai,2025-05-09,48907.84,SUCCESS,TRANSFER,T Nagar Branch,C2500,Shopping
T400035,1,Chennai,2025-05-09,98205.25,FAILED,DEPOSIT,T Nagar Branch,C3413,Bill Payment
T400036,1,Chennai,2025-05-09,44842.31,SUCCESS,DEPOSIT,T Nagar Branch,C2104,Loan Payment
T400037,1,Chennai,2025-05-09,44866.53,FAILED,TRANSFER,T Nagar Branch,C8868,Others
T400038,1,Chennai,2025-05-09,55641.01,SUCCESS,TRANSFER,T Nagar Branch,C3569,Shopping
T400039,1,Chennai,2025-05-09,27257.11,FAILED,TRANSFER,T Nagar Branch,C1513,Travel
T400040,1,Chennai,2025-05-09,61403.36,SUCCESS,WITHDRAWAL,T Nagar Branch,C9061,Education Fees
T400041,1,Chennai,2025-05-09,7585.96,SUCCESS,WITHDRAWAL,T Nagar Branch,C6212,Medical Expenses
T400042,1,Chennai,2025-05-09,13950.82,SUCCESS,WITHDRAWAL,T Nagar Branch,C3754,Education Fees
T400043,1,Chennai,2025-05-09,60196.03,SUCCESS,WITHDRAWAL,T Nagar Branch,C1370,Travel
T400044,1,Chennai,2025-05-09,37681.02,SUCCESS,WITHDRAWAL,T Nagar Branch,C7962,Loan Payment
T400045,1,Chennai,2025-05-09,38396.19,SUCCESS,TRANSFER,T Nagar Branch,C9393,Others
T400046,1,Chennai,2025-05-09,83123.69,FAILED,WITHDRAWAL,T Nagar Branch,C4851,Travel
T400047,1,Chennai,2025-05-09,51844.74,SUCCESS,WITHDRAWAL,T Nagar Branch,C9215,Others
T400048,1,Chennai,2025-05-09,26673.64,SUCCESS,DEPOSIT,T Nagar Branch,C4328,Loan Payment
T400049,1,Chennai,2025-05-09,83585.38,FAILED,DEPOSIT,T Nagar Branch,C3887,Others
T400050,1,Chennai,2025-05-09,69639.3,FAILED,WITHDRAWAL,T Nagar Branch,C5088,Bill Payment
T400051,1,Chennai,2025-05-09,92438.81,FAILED,TRANSFER,T Nagar Branch,C7910,Medical Expenses
T400052,1,Chennai,2025-05-09,44417.97,FAILED,TRANSFER,T Nagar Branch,C7310,Education Fees
T400053,1,Chennai,2025-05-09,93701.67,FAILED,WITHDRAWAL,T Nagar Branch,C3350,Education Fees
T400054,1,Chennai,2025-05-09,10173.99,FAILED,TRANSFER,T Nagar Branch,C7045,Loan Payment
T400055,1,Chennai,2025-05-09,89961.06,FAILED,DEPOSIT,T Nagar Branch,C4978,Bill Payment
T400056,1,Chennai,2025-05-09,31270.61,SUCCESS,TRANSFER,T Nagar Branch,C2486,Shopping
T400057,1,Chennai,2025-05-09,36296.06,FAILED,DEPOSIT,T Nagar Branch,C9292,Others
T400058,1,Chennai,2025-05-09,35370.91,SUCCESS,DEPOSIT,T Nagar Branch,C2473,Others
T400059,1,Chennai,2025-05-09,7473.64,SUCCESS,DEPOSIT,T Nagar Branch,C3242,Shopping
T400060,1,Chennai,2025-05-09,63666.19,FAILED,DEPOSIT,T Nagar Branch,C3592,Bill Payment
T400061,1,Chennai,2025-05-09,36975.85,SUCCESS,DEPOSIT,T Nagar Branch,C8539,Education Fees
T400062,1,Chennai,2025-05-09,30725.42,SUCCESS,DEPOSIT,T Nagar Branch,C4701,Loan Payment
T400063,1,Chennai,2025-05-09,69241.03,FAILED,WITHDRAWAL,T Nagar Branch,C7501,Travel
T400064,1,Chennai,2025-05-09,16277.44,SUCCESS,WITHDRAWAL,T Nagar Branch,C1691,Bill Payment
T400065,1,Chennai,2025-05-09,71801.25,FAILED,DEPOSIT,T Nagar Branch,C3797,Travel
T400066,1,Chennai,2025-05-09,71566.52,SUCCESS,TRANSFER,T Nagar Branch,C1241,Others
T400067,1,Chennai,2025-05-09,83740.24,SUCCESS,WITHDRAWAL,T Nagar Branch,C3669,Others
T400068,1,Chennai,2025-05-09,70379.74,FAILED,DEPOSIT,T Nagar Branch,C5146,Others
T400069,1,Chennai,2025-05-09,61804.65,SUCCESS,WITHDRAWAL,T Nagar Branch,C4308,Others
T400070,1,Chennai,2025-05-09,56496.33,SUCCESS,DEPOSIT,T Nagar Branch,C2323,Loan Payment
T400071,1,Chennai,2025-05-09,78603.18,SUCCESS,WITHDRAWAL,T Nagar Branch,C2189,Others
T400072,1,Chennai,2025-05-09,91557.62,FAILED,WITHDRAWAL,T Nagar Branch,C2204,Loan Payment
T400073,1,Chennai,2025-05-09,87449.08,SUCCESS,TRANSFER,T Nagar Branch,C5801,Medical Expenses
T400074,1,Chennai,2025-05-09,91425.96,FAILED,DEPOSIT,T Nagar Branch,C8653,Others
T400075,1,Chennai,2025-05-09,61863.55,SUCCESS,DEPOSIT,T Nagar Branch,C5405,Shopping
T400076,1,Chennai,2025-05-09,83824.28,FAILED,DEPOSIT,T Nagar Branch,C4577,Education Fees
T400077,1,Chennai,2025-05-09,52877.86,FAILED,DEPOSIT,T Nagar Branch,C2837,Shopping
T400078,1,Chennai,2025-05-08,31044.1,FAILED,WITHDRAWAL,T Nagar Branch,C5894,Medical Expenses
T400079,1,Chennai,2025-05-08,3310.58,SUCCESS,DEPOSIT,T Nagar Branch,C5262,Travel
T400080,1,Chennai,2025-05-08,68951.1,FAILED,DEPOSIT,T Nagar Branch,C3723,Loan Payment
T400081,1,Chennai,2025-05-08,17732.32,FAILED,TRANSFER,T Nagar Branch,C5617,Travel
T400082,1,Chennai,2025-05-08,65265.53,FAILED,TRANSFER,T Nagar Branch,C4540,Loan Payment
T400083,1,Chennai,2025-05-08,303.95,FAILED,TRANSFER,T Nagar Branch,C1901,Others
T400084,1,Chennai,2025-05-08,10453.0,SUCCESS,DEPOSIT,T Nagar Branch,C3486,Shopping
T400085,1,Chennai,2025-05-08,54935.2,FAILED,DEPOSIT,T Nagar Branch,C1445,Shopping
T400086,1,Chennai,2025-05-08,21147.82,SUCCESS,WITHDRAWAL,T Nagar Branch,C5134,Medical Expenses
T400087,1,Chennai,2025-05-08,39711.23,SUCCESS,TRANSFER,T Nagar Branch,C1065,Medical Expenses
T400088,1,Chennai,2025-05-08,91207.29,SUCCESS,WITHDRAWAL,T Nagar Branch,C4253,Others
T400089,1,Chennai,2025-05-08,33393.47,FAILED,WITHDRAWAL,T Nagar Branch,C4539,Loan Payment
T400090,1,Chennai,2025-05-08,10645.67,FAILED,WITHDRAWAL,T Nagar Branch,C8246,Education Fees
T400091,1,Chennai,2025-05-08,66586.39,SUCCESS,WITHDRAWAL,T Nagar Branch,C8432,Loan Payment
T400092,1,Chennai,2025-05-08,70043.44,SUCCESS,TRANSFER,T Nagar Branch,C6701,Bill Payment
T400093,1,Chennai,2025-05-08,1157.79,FAILED,DEPOSIT,T Nagar Branch,C4906,Travel
T400094,1,Chennai,2025-05-08,48720.42,FAILED,WITHDRAWAL,T Nagar Branch,C7727,Travel
T400095,1,Chennai,2025-05-08,36508.88,FAILED,TRANSFER,T Nagar Branch,C2264,Loan Payment
T400096,1,Chennai,2025-05-08,20327.21,FAILED,WITHDRAWAL,T Nagar Branch,C9212,Education Fees
T400097,1,Chennai,2025-05-08,22759.6,SUCCESS,TRANSFER,T Nagar Branch,C7476,Loan Payment
T400098,1,Chennai,2025-05-08,62132.27,FAILED,WITHDRAWAL,T Nagar Branch,C6830,Bill Payment
T400099,1,Chennai,2025-05-08,66033.98,SUCCESS,WITHDRAWAL,T Nagar Branch,C3750,Shopping
T400100,1,Chennai,2025-05-08,60610.35,SUCCESS,WITHDRAWAL,T Nagar Branch,C8775,Others
T400101,1,Chennai,2025-05-08,14116.26,SUCCESS,DEPOSIT,T Nagar Branch,C8509,Loan Payment
T400102,1,Chennai,2025-05-08,66415.25,SUCCESS,WITHDRAWAL,T Nagar Branch,C7080,Loan Payment
T400103,1,Chennai,2025-05-08,42387.94,SUCCESS,DEPOSIT,T Nagar Branch,C9744,Education Fees
T400104,1,Chennai,2025-05-08,236.79,FAILED,WITHDRAWAL,T Nagar Branch,C9130,Medical Expenses
T400105,1,Chennai,2025-05-08,18090.84,SUCCESS,TRANSFER,T Nagar Branch,C6829,Loan Payment
T400106,1,Chennai,2025-05-08,57872.18,SUCCESS,DEPOSIT,T Nagar Branch,C3588,Loan Payment
T400107,1,Chennai,2025-05-08,65541.56,SUCCESS,WITHDRAWAL,T Nagar Branch,C8123,Loan Payment
T400108,1,Chennai,2025-05-08,25274.59,FAILED,TRANSFER,T Nagar Branch,C7511,Travel
T400109,1,Chennai,2025-05-08,75581.61,FAILED,WITHDRAWAL,T Nagar Branch,C9667,Medical Expenses
T400110,1,Chennai,2025-05-08,33684.81,SUCCESS,WITHDRAWAL,T Nagar Branch,C6578,Bill Payment
T400111,1,Chennai,2025-05-08,54121.37,SUCCESS,WITHDRAWAL,T Nagar Branch,C1556,Loan Payment
T400112,1,Chennai,2025-05-08,84035.05,SUCCESS,TRANSFER,T Nagar Branch,C2613,Education Fees
T400113,1,Chennai,2025-05-08,17335.29,FAILED,WITHDRAWAL,T Nagar Branch,C3940,Travel
T400114,1,Chennai,2025-05-08,20500.55,FAILED,DEPOSIT,T Nagar Branch,C5397,Loan Payment
T400115,1,Chennai,2025-05-08,72891.81,SUCCESS,TRANSFER,T Nagar Branch,C8565,Shopping
T400116,1,Chennai,2025-05-08,36845.43,FAILED,TRANSFER,T Nagar Branch,C8111,Travel
T400117,1,Chennai,2025-05-08,38001.6,FAILED,WITHDRAWAL,T Nagar Branch,C5784,Medical Expenses
T400118,1,Chennai,2025-05-08,22272.29,FAILED,TRANSFER,T Nagar Branch,C1603,Education Fees
T400119,1,Chennai,2025-05-08,20453.59,FAILED,TRANSFER,T Nagar Branch,C4024,Bill Payment
T400120,1,Chennai,2025-05-08,36950.87,FAILED,DEPOSIT,T Nagar Branch,C8212,Bill Payment
T400121,1,Chennai,2025-05-08,88153.14,FAILED,WITHDRAWAL,T Nagar Branch,C3510,Education Fees
T400122,1,Chennai,2025-05-08,38071.8,FAILED,WITHDRAWAL,T Nagar Branch,C2458,Shopping
T400123,1,Chennai,2025-05-08,19765.93,FAILED,WITHDRAWAL,T Nagar Branch,C1696,Education Fees
T400124,1,Chennai,2025-05-08,20931.21,FAILED,TRANSFER,T Nagar Branch,C8297,Education Fees
T400125,1,Chennai,2025-05-08,42744.35,SUCCESS,TRANSFER,T Nagar Branch,C8225,Travel
T400126,1,Chennai,2025-05-08,51639.94,FAILED,TRANSFER,T Nagar Branch,C4598,Shopping
T400127,1,Chennai,2025-05-08,77380.03,FAILED,WITHDRAWAL,T Nagar Branch,C9662,Bill Payment
T400128,1,Chennai,2025-05-08,60537.92,FAILED,DEPOSIT,T Nagar Branch,C9920,Travel
T400129,1,Chennai,2025-05-08,16863.3,FAILED,WITHDRAWAL,T Nagar Branch,C4568,Shopping
T400130,1,Chennai,2025-05-08,22324.88,SUCCESS,TRANSFER,T Nagar Branch,C5146,Education Fees
T400131,1,Chennai,2025-05-08,92380.34,FAILED,TRANSFER,T Nagar Branch,C3879,Bill Payment
T400132,1,Chennai,2025-05-08,53133.72,SUCCESS,DEPOSIT,T Nagar Branch,C1462,Shopping
T400133,1,Chennai,2025-05-08,33168.19,FAILED,TRANSFER,T Nagar Branch,C3435,Loan Payment
T400134,1,Chennai,2025-05-08,36610.8,SUCCESS,TRANSFER,T Nagar Branch,C2440,Medical Expenses
T400135,1,Chennai,2025-05-08,16632.33,SUCCESS,WITHDRAWAL,T Nagar Branch,C8936,Others
T400136,1,Chennai,2025-05-08,75141.08,FAILED,TRANSFER,T Nagar Branch,C1961,Loan Payment
T400137,1,Chennai,2025-05-08,62311.39,FAILED,TRANSFER,T Nagar Branch,C8467,Shopping
T400138,1,Chennai,2025-05-08,38192.87,SUCCESS,DEPOSIT,T Nagar Branch,C7165,Loan Payment
T400139,1,Chennai,2025-05-08,29853.92,FAILED,WITHDRAWAL,T Nagar Branch,C3092,Bill Payment
T400140,1,Chennai,2025-05-08,38352.45,FAILED,DEPOSIT,T Nagar Branch,C1556,Travel
T400141,1,Chennai,2025-05-08,60649.43,SUCCESS,TRANSFER,T Nagar Branch,C6477,Others
T400142,1,Chennai,2025-05-08,98800.59,SUCCESS,WITHDRAWAL,T Nagar Branch,C8055,Medical Expenses
T400143,1,Chennai,2025-05-08,81982.76,SUCCESS,WITHDRAWAL,T Nagar Branch,C5614,Education Fees
T400144,1,Chennai,2025-05-08,58667.32,SUCCESS,DEPOSIT,T Nagar Branch,C7882,Shopping
T400145,1,Chennai,2025-05-08,6145.1,SUCCESS,DEPOSIT,T Nagar Branch,C1237,Education Fees
T400146,1,Chennai,2025-05-08,75662.42,SUCCESS,WITHDRAWAL,T Nagar Branch,C1707,Bill Payment
T400147,1,Chennai,2025-05-08,352.81,SUCCESS,WITHDRAWAL,T Nagar Branch,C8297,Shopping
T400148,1,Chennai,2025-05-08,62062.57,FAILED,TRANSFER,T Nagar Branch,C3186,Shopping
T400149,1,Chennai,2025-05-08,81227.47,SUCCESS,WITHDRAWAL,T Nagar Branch,C4504,Medical Expenses
T400150,1,Chennai,2025-05-08,91314.5,SUCCESS,TRANSFER,T Nagar Branch,C1397,Medical Expenses
T400151,1,Chennai,2025-05-08,89037.9,FAILED,TRANSFER,T Nagar Branch,C2993,Loan Payment
T400152,1,Chennai,2025-05-08,9467.32,SUCCESS,WITHDRAWAL,T Nagar Branch,C5731,Travel
T400153,1,Chennai,2025-05-08,19510.49,SUCCESS,TRANSFER,T Nagar Branch,C7488,Loan Payment
T400154,1,Chennai,2025-05-08,330.79,SUCCESS,WITHDRAWAL,T Nagar Branch,C8183,Bill Payment
T400155,1,Chennai,2025-05-08,26797.18,SUCCESS,DEPOSIT,T Nagar Branch,C2704,Travel
T400156,1,Chennai,2025-05-08,43920.99,SUCCESS,WITHDRAWAL,T Nagar Branch,C3647,Loan Payment
T400157,1,Chennai,2025-05-08,32786.88,SUCCESS,DEPOSIT,T Nagar Branch,C4869,Medical Expenses
T400158,1,Chennai,2025-05-08,43354.6,SUCCESS,WITHDRAWAL,T Nagar Branch,C5016,Shopping
T400159,1,Chennai,2025-05-08,46673.9,SUCCESS,TRANSFER,T Nagar Branch,C5974,Bill Payment
T400160,1,Chennai,2025-05-08,7278.89,FAILED,TRANSFER,T Nagar Branch,C8834,Education Fees
T400161,1,Chennai,2025-05-07,13774.65,FAILED,TRANSFER,T Nagar Branch,C4392,Education Fees
T400162,1,Chennai,2025-05-07,22026.13,FAILED,WITHDRAWAL,T Nagar Branch,C2461,Education Fees
T400163,1,Chennai,2025-05-07,96327.45,SUCCESS,TRANSFER,T Nagar Branch,C5355,Education Fees
T400164,1,Chennai,2025-05-07,57464.79,FAILED,DEPOSIT,T Nagar Branch,C4698,Shopping
T400165,1,Chennai,2025-05-07,26036.72,SUCCESS,TRANSFER,T Nagar Branch,C1717,Bill Payment
T400166,1,Chennai,2025-05-07,58579.02,SUCCESS,WITHDRAWAL,T Nagar Branch,C4187,Education Fees
T400167,1,Chennai,2025-05-07,24961.09,SUCCESS,DEPOSIT,T Nagar Branch,C8809,Travel
T400168,1,Chennai,2025-05-07,11870.06,SUCCESS,WITHDRAWAL,T Nagar Branch,C6765,Bill Payment
T400169,1,Chennai,2025-05-07,93765.68,FAILED,TRANSFER,T Nagar Branch,C9141,Shopping
T400170,1,Chennai,2025-05-07,3390.26,FAILED,DEPOSIT,T Nagar Branch,C9646,Shopping
T400171,1,Chennai,2025-05-07,92539.67,FAILED,DEPOSIT,T Nagar Branch,C7778,Medical Expenses
T400172,1,Chennai,2025-05-07,53327.79,FAILED,DEPOSIT,T Nagar Branch,C4891,Travel
T400173,1,Chennai,2025-05-07,30270.43,FAILED,DEPOSIT,T Nagar Branch,C6200,Bill Payment
T400174,1,Chennai,2025-05-07,39950.43,FAILED,TRANSFER,T Nagar Branch,C2723,Loan Payment
T400175,1,Chennai,2025-05-07,32699.25,FAILED,DEPOSIT,T Nagar Branch,C5221,Others
T400176,1,Chennai,2025-05-07,1210.42,SUCCESS,DEPOSIT,T Nagar Branch,C5734,Others
T400177,1,Chennai,2025-05-07,87564.92,FAILED,TRANSFER,T Nagar Branch,C3238,Education Fees
T400178,1,Chennai,2025-05-07,99732.01,FAILED,WITHDRAWAL,T Nagar Branch,C6292,Others
T400179,1,Chennai,2025-05-07,36004.66,FAILED,WITHDRAWAL,T Nagar Branch,C2953,Loan Payment
T400180,1,Chennai,2025-05-07,38628.49,FAILED,DEPOSIT,T Nagar Branch,C2970,Loan Payment
T400181,1,Chennai,2025-05-07,87529.32,FAILED,TRANSFER,T Nagar Branch,C6415,Loan Payment
T400182,1,Chennai,2025-05-07,30166.08,FAILED,TRANSFER,T Nagar Branch,C8850,Medical Expenses
T400183,1,Chennai,2025-05-07,58441.83,FAILED,WITHDRAWAL,T Nagar Branch,C7422,Loan Payment
T400184,1,Chennai,2025-05-07,1946.32,SUCCESS,TRANSFER,T Nagar Branch,C9870,Medical Expenses
T400185,1,Chennai,2025-05-07,57191.56,SUCCESS,TRANSFER,T Nagar Branch,C6741,Shopping
T400186,1,Chennai,2025-05-07,24565.75,FAILED,WITHDRAWAL,T Nagar Branch,C1983,Others
T400187,1,Chennai,2025-05-07,2911.71,FAILED,DEPOSIT,T Nagar Branch,C6348,Bill Payment
T400188,1,Chennai,2025-05-07,46410.09,SUCCESS,TRANSFER,T Nagar Branch,C5058,Medical Expenses
T400189,1,Chennai,2025-05-07,41234.6,SUCCESS,WITHDRAWAL,T Nagar Branch,C9502,Medical Expenses
T400190,1,Chennai,2025-05-07,69507.15,SUCCESS,TRANSFER,T Nagar Branch,C1393,Medical Expenses
T400191,1,Chennai,2025-05-07,15040.84,FAILED,TRANSFER,T Nagar Branch,C6118,Medical Expenses
T400192,1,Chennai,2025-05-07,35311.22,FAILED,DEPOSIT,T Nagar Branch,C6701,Bill Payment
T400193,1,Chennai,2025-05-07,1299.63,FAILED,DEPOSIT,T Nagar Branch,C4055,Bill Payment
T400194,1,Chennai,2025-05-07,95812.5,FAILED,TRANSFER,T Nagar Branch,C1801,Travel
T400195,1,Chennai,2025-05-07,61531.73,FAILED,WITHDRAWAL,T Nagar Branch,C3874,Bill Payment
T400196,1,Chennai,2025-05-07,59603.14,FAILED,WITHDRAWAL,T Nagar Branch,C4345,Bill Payment
T400197,1,Chennai,2025-05-07,37567.27,FAILED,WITHDRAWAL,T Nagar Branch,C1923,Shopping
T400198,1,Chennai,2025-05-07,52845.97,SUCCESS,DEPOSIT,T Nagar Branch,C7928,Bill Payment
T400199,1,Chennai,2025-05-07,76957.03,FAILED,DEPOSIT,T Nagar Branch,C5716,Medical Expenses
T400200,1,Chennai,2025-05-07,3094.85,FAILED,TRANSFER,T Nagar Branch,C2021,Education Fees
T400201,1,Chennai,2025-05-07,22896.39,FAILED,DEPOSIT,T Nagar Branch,C1424,Bill Payment
T400202,1,Chennai,2025-05-07,48574.44,SUCCESS,DEPOSIT,T Nagar Branch,C5275,Education Fees
T400203,1,Chennai,2025-05-07,54656.29,FAILED,WITHDRAWAL,T Nagar Branch,C5130,Bill Payment
T400204,1,Chennai,2025-05-07,48041.71,SUCCESS,WITHDRAWAL,T Nagar Branch,C2991,Travel
T400205,1,Chennai,2025-05-07,70658.18,SUCCESS,TRANSFER,T Nagar Branch,C1171,Others
T400206,1,Chennai,2025-05-07,44171.3,SUCCESS,TRANSFER,T Nagar Branch,C7421,Travel
T400207,1,Chennai,2025-05-07,54413.85,SUCCESS,DEPOSIT,T Nagar Branch,C9184,Shopping
T400208,1,Chennai,2025-05-07,49656.72,FAILED,WITHDRAWAL,T Nagar Branch,C9698,Medical Expenses
T400209,1,Chennai,2025-05-07,8191.66,FAILED,WITHDRAWAL,T Nagar Branch,C6973,Travel
T400210,1,Chennai,2025-05-07,95489.19,SUCCESS,WITHDRAWAL,T Nagar Branch,C2941,Bill Payment
T400211,1,Chennai,2025-05-07,98091.41,SUCCESS,WITHDRAWAL,T Nagar Branch,C5657,Travel
T400212,1,Chennai,2025-05-07,67527.61,FAILED,TRANSFER,T Nagar Branch,C8072,Medical Expenses
T400213,1,Chennai,2025-05-07,39527.07,FAILED,WITHDRAWAL,T Nagar Branch,C9846,Shopping
T400214,1,Chennai,2025-05-07,60559.22,SUCCESS,TRANSFER,T Nagar Branch,C5903,Medical Expenses
T400215,1,Chennai,2025-05-07,53032.27,FAILED,DEPOSIT,T Nagar Branch,C1406,Education Fees
T400216,1,Chennai,2025-05-07,71636.55,SUCCESS,DEPOSIT,T Nagar Branch,C4079,Medical Expenses
T400217,1,Chennai,2025-05-07,18657.24,SUCCESS,TRANSFER,T Nagar Branch,C7530,Shopping
T400218,1,Chennai,2025-05-07,5142.41,SUCCESS,TRANSFER,T Nagar Branch,C6658,Others
T400219,1,Chennai,2025-05-07,93934.24,SUCCESS,TRANSFER,T Nagar Branch,C7062,Loan Payment
T400220,1,Chennai,2025-05-07,35944.54,SUCCESS,DEPOSIT,T Nagar Branch,C1434,Medical Expenses
T400221,1,Chennai,2025-05-07,33029.46,FAILED,WITHDRAWAL,T Nagar Branch,C4414,Travel
T400222,1,Chennai,2025-05-07,44582.98,SUCCESS,WITHDRAWAL,T Nagar Branch,C9213,Loan Payment
T400223,1,Chennai,2025-05-07,8113.15,FAILED,DEPOSIT,T Nagar Branch,C1091,Others
T400224,1,Chennai,2025-05-07,74476.84,SUCCESS,DEPOSIT,T Nagar Branch,C9756,Travel
T400225,1,Chennai,2025-05-07,37739.43,SUCCESS,WITHDRAWAL,T Nagar Branch,C6651,Loan Payment
T400226,1,Chennai,2025-05-07,55934.62,SUCCESS,TRANSFER,T Nagar Branch,C9626,Shopping
T400227,1,Chennai,2025-05-07,62569.54,SUCCESS,TRANSFER,T Nagar Branch,C9271,Shopping
T400228,1,Chennai,2025-05-07,74428.86,SUCCESS,WITHDRAWAL,T Nagar Branch,C7616,Education Fees
T400229,1,Chennai,2025-05-07,25446.78,FAILED,WITHDRAWAL,T Nagar Branch,C1863,Education Fees
T400230,1,Chennai,2025-05-07,52088.58,SUCCESS,WITHDRAWAL,T Nagar Branch,C3685,Shopping
T400231,1,Chennai,2025-05-07,68264.32,SUCCESS,WITHDRAWAL,T Nagar Branch,C7818,Travel
T400232,1,Chennai,2025-05-07,23219.67,FAILED,DEPOSIT,T Nagar Branch,C9478,Travel
T400233,1,Chennai,2025-05-07,50237.15,FAILED,WITHDRAWAL,T Nagar Branch,C4112,Travel
T400234,1,Chennai,2025-05-07,92712.01,SUCCESS,DEPOSIT,T Nagar Branch,C8265,Loan Payment
T400235,1,Chennai,2025-05-07,36503.18,SUCCESS,TRANSFER,T Nagar Branch,C7106,Others
T400236,1,Chennai,2025-05-06,29453.33,SUCCESS,TRANSFER,T Nagar Branch,C6928,Medical Expenses
T400237,1,Chennai,2025-05-06,50131.23,FAILED,TRANSFER,T Nagar Branch,C6292,Education Fees
T400238,1,Chennai,2025-05-06,19807.96,FAILED,WITHDRAWAL,T Nagar Branch,C5860,Others
T400239,1,Chennai,2025-05-06,1080.64,FAILED,DEPOSIT,T Nagar Branch,C1563,Education Fees
T400240,1,Chennai,2025-05-06,97942.28,SUCCESS,DEPOSIT,T Nagar Branch,C4276,Loan Payment
T400241,1,Chennai,2025-05-06,73859.38,SUCCESS,WITHDRAWAL,T Nagar Branch,C5145,Medical Expenses
T400242,1,Chennai,2025-05-06,61430.9,FAILED,TRANSFER,T Nagar Branch,C2323,Shopping
T400243,1,Chennai,2025-05-06,5141.34,FAILED,TRANSFER,T Nagar Branch,C2526,Education Fees
T400244,1,Chennai,2025-05-06,27630.79,SUCCESS,TRANSFER,T Nagar Branch,C5913,Others
T400245,1,Chennai,2025-05-06,98881.17,FAILED,TRANSFER,T Nagar Branch,C3079,Bill Payment
